20210331,58918.83203,0.6328
20210401,59095.80859,0.2716
20210402,59384.3125,0.1779
20210403,57603.89063,0
20210404,58758.55469,0
20210405,59057.87891,0
20210406,58192.35938,0
20210407,56048.9375,-0.296
20210408,58323.95313,-0.0481
20210409,58245.00391,-1.0796
20210410,59793.23438,-0.4974
20210411,60204.96484,-0.6001
20210412,59893.45313,0.2263
20210413,63503.45703,-0.0837
20210414,63109.69531,-0.7092
20210415,63314.01172,-0.6961
20210416,61572.78906,-0.3745
20210417,60683.82031,-0.8536
20210418,56216.18359,-1.1472
20210419,55724.26563,-0.8968
20210420,56473.03125,-0.6342
20210421,53906.08984,0.002
20210422,51762.27344,-0.3443
20210423,51093.65234,-0.705
20210424,50050.86719,-0.2835
20210425,49004.25391,-0.7308
20210426,54021.75391,-0.6854
20210427,55033.11719,-0.6705
20210428,54824.70313,-0.1722
20210429,53555.10938,-0.3144
20210430,57750.17578,0.1538
20210501,57828.05078,-0.212
20210502,56631.07813,-0.8825
20210503,57200.29297,0.4747
20210504,53333.53906,0.6124
20210505,57424.00781,-0.3818
20210506,56396.51563,0.0428
20210507,57356.40234,0.9771
20210508,58803.77734,1.6969
20210509,58232.31641,1.7175
20210510,55859.79688,1.3263
20210511,56704.57422,0.4319
20210512,49150.53516,0.8006
20210513,49716.19141,-0.3248
20210514,49880.53516,-0.9868
20210515,46760.1875,-0.9868
20210516,46456.05859,-0.0691
20210517,43537.51172,-1.7348
20210518,42909.40234,-0.184
20210519,37002.44141,-0.5434
20210520,40782.73828,-0.4325
20210521,37304.69141,0.6554
20210522,37536.63281,-0.0543
20210523,34770.58203,0.6164
20210524,38705.98047,0.5535
20210525,38402.22266,1.8302
20210526,39294.19922,0.1691
20210527,38436.96875,0.402
20210528,35697.60547,-0.4329
20210529,34616.06641,0.5171
20210530,35678.12891,-0.3049
20210531,37332.85547,-0.8976
20210601,36684.92578,0.6613
20210602,37575.17969,0.2386
20210603,39208.76563,0.1942
20210604,36894.40625,-0.5935
20210605,35551.95703,-0.148
20210606,35862.37891,0.7904
20210607,33560.70703,0.6042
20210608,33472.63281,-0.1691
20210609,37345.12109,0.6238
20210610,36702.59766,0.5423
20210611,37334.39844,0.2023
20210612,35552.51563,0.2023
20210613,39097.85938,0.6238
20210614,40218.47656,0.1507
20210615,40406.26953,0
20210616,38347.0625,1.2496
20210617,38053.50391,0
20210618,35787.24609,-0.6249
20210619,35615.87109,0.6222
20210620,35698.29688,0.6222
20210621,31676.69336,-0.6486
20210622,32505.66016,-1.6487
20210623,33723.02734,0
20210624,34662.4375,0.2263
20210625,31637.7793,0.4103
20210626,32186.27734,0.4595
20210627,34649.64453,0.2332
20210628,34434.33594,0.2069
20210629,35867.77734,-0.5838
20210630,35040.83594,-0.743
20210701,33572.11719,0.0925
20210702,33897.04688,-0.7351
20210703,34668.54688,-0.6426
20210704,35287.78125,-0.6426
20210705,33746.00391,0.34
20210706,34235.19531,0
20210707,33855.32813,0
20210708,32877.37109,-0.6369
20210709,33798.01172,0
20210710,33520.51953,0
20210711,34240.1875,0
20210712,33155.84766,0.34
20210713,32702.02539,0
20210714,32822.34766,0.1004
20210715,31780.73047,0
20210716,31421.53906,0.5994
20210717,31533.06836,0.5994
20210718,31796.81055,0.5994
20210719,30817.83203,-0.1436
20210720,29807.34766,0.0407
20210721,32110.69336,0.4168
20210722,32313.10547,0
20210723,33581.55078,-0.5423
20210724,34292.44531,-0.5423
20210725,35350.1875,0.5106
20210726,37337.53516,-0.5423
20210727,39406.94141,0
20210728,39995.90625,0
20210729,40008.42188,-0.2732
20210730,42235.54688,-0.2732
20210731,41626.19531,-0.2732
20210801,39974.89453,0
20210802,39201.94531,0
20210803,38152.98047,-1.1813
20210804,39747.50391,-1.678
20210805,40869.55469,0
20210806,42816.5,0
20210807,44555.80078,0
20210808,43798.11719,0
20210809,46365.40234,0.3818
20210810,45585.03125,0
20210811,45593.63672,0.6369
20210812,44428.28906,-0.1027
20210813,47793.32031,-0.1027
20210814,47096.94531,0.25
20210815,47047.00391,0.25
20210816,46004.48438,0
20210817,44695.35938,-0.4684
20210818,44801.1875,0.0246
20210819,46717.57813,0
20210820,49339.17578,0
20210821,48905.49219,0
20210822,49321.65234,0
20210823,49546.14844,-0.6572
20210824,47706.11719,0
20210825,48960.78906,0
20210826,46942.21875,0
20210827,49058.66797,0.4019
20210828,48902.40234,-0.296
20210829,48829.83203,-0.296
20210830,47054.98438,0
20210831,47166.6875,0.7201
20210901,48847.02734,-0.2341
20210902,49327.72266,-0.3802
20210903,50025.375,0
20210904,49944.625,0.2748
20210905,51753.41016,0.2748
20210906,52633.53516,0
20210907,46811.12891,-0.9635
20210908,46091.39063,-0.6488
20210909,46391.42188,-0.2779
20210910,44883.91016,0
20210911,45201.45703,-0.2273
20210912,46063.26953,0
20210913,44963.07422,-1.0211
20210914,47092.49219,-1.0194
20210915,48176.34766,0.2141
20210916,47783.35938,-0.6597
20210917,47267.51953,0.3596
20210918,48278.36328,0
20210919,47260.21875,0
20210920,42843.80078,-1.9342
20210921,40693.67578,-0.9007
20210922,43574.50781,-0.4767
20210923,44895.09766,-0.4767
20210924,42839.75,0.4785
20210925,42716.59375,0.4785
20210926,43208.53906,0.25
20210927,42235.73047,0
20210928,41034.54297,0.4215
20210929,41564.36328,0.9062
20210930,43790.89453,0
20211001,48116.94141,0
20211002,47711.48828,0
20211003,48199.95313,-0.1027
20211004,49112.90234,-0.5434
20211005,51514.8125,0
20211006,55361.44922,0
20211007,53805.98438,0
20211008,53967.84766,1.387
20211009,54968.22266,0.8931
20211010,54771.57813,1.4128
20211011,57484.78906,0.6457
20211012,56041.05859,0.5749
20211013,57401.09766,0
20211014,57321.52344,1.4547
20211015,61593.94922,1.8685
20211016,60892.17969,1.9772
20211017,61553.61719,0.8535
20211018,62026.07813,-0.119
20211019,64261.99219,1.2175
20211020,65992.83594,0.6249
20211021,62210.17188,0.6249
20211022,60692.26563,0
20211023,61393.61719,0
20211024,60930.83594,0
20211025,63039.82422,0.1494
20211026,60363.79297,0.4676
20211027,58482.38672,0.424
20211028,60622.13672,0.2023
20211029,62227.96484,0
20211030,61888.83203,-0.1027
20211031,61318.95703,0
20211101,61004.40625,0.4337
20211102,63226.40234,0
20211103,62970.04688,0.3612
20211104,61452.23047,0.2953
20211105,61125.67578,-1.0534
20211106,61527.48047,-0.3144
20211107,63326.98828,-0.25
20211108,67566.82813,-0.3818
20211109,66971.82813,-0.2216
20211110,64995.23047,0.25
20211111,64949.96094,0
20211112,64155.94141,0.3818
20211113,64469.52734,0.3818
20211114,65466.83984,1.0187
20211115,63557.87109,0
20211116,60161.24609,-0.2732
20211117,60368.01172,0.4588
20211118,56942.13672,-0.1143
20211119,58119.57813,-0.4588
20211120,59697.19531,-0.4588
20211121,58730.47656,0.2732
20211122,56289.28906,0
20211123,57569.07422,0
20211124,56280.42578,0
20211125,57274.67969,0
20211126,53569.76563,0.4341
20211127,54815.07813,0.7073
20211128,57248.45703,0.7073
20211129,57806.56641,0.7073
20211130,57005.42578,1.3124
20211201,57229.82813,0.2873
20211202,56477.81641,0.1779
20211203,53598.24609,0
20211204,49200.70313,0.25
20211205,49368.84766,0.25
20211206,50582.625,-1.0115
20211207,50700.08594,0
20211208,50504.79688,0.5875
20211209,47672.12109,0.3007
20211210,47243.30469,0
20211211,49362.50781,0
20211212,50098.33594,0
20211213,46737.48047,0
20211214,46612.63281,-0.8033
20211215,48896.72266,0
20211216,47665.42578,0.0432
20211217,46202.14453,-1.2178
20211218,46848.77734,-0.6486
20211219,46707.01563,0
20211220,46880.27734,0
20211221,48936.61328,0.128
20211222,48628.51172,-0.4767
20211223,50784.53906,0
20211224,50822.19531,-0.3487
20211225,50429.85938,-0.3487
20211226,50809.51563,-0.3487
20211227,50640.41797,-0.6124
20211228,47588.85547,-0.6124
20211229,46444.71094,-0.6124
20211230,47178.125,-0.6124
20211231,46306.44531,-0.6124
20220101,47686.8125,-0.6124
20220102,47345.21875,-0.6124
20220103,46458.11719,-0.6124
20220104,45897.57422,0.5161
20220105,43569.00391,0.4404
20220106,43160.92969,-0.5079
20220107,41557.90234,-0.6124
20220108,41733.94141,0
20220109,41911.60156,0
20220110,41821.26172,1.0584
20220111,42735.85547,0
20220112,43949.10156,-0.4019
20220113,42591.57031,0
20220114,43099.69922,0
20220115,43177.39844,0.4052
20220116,43113.87891,0.3612
20220117,42250.55078,0
20220118,42375.63281,0.2023
20220119,41744.32813,0
20220120,40680.41797,0
20220121,36457.31641,-1.2993
20220122,35030.25,-0.7419
20220123,36276.80469,-0.34
20220124,36654.32813,0.2691
20220125,36954.00391,-0.917
20220126,36852.12109,0.3561
20220127,37138.23438,-0.5562
20220128,37784.33203,-0.4215
20220129,38138.17969,-0.0516
20220130,37917.60156,-0.8422
20220131,38483.125,0
20220201,38743.27344,-0.4761
20220202,36952.98438,0
20220203,37154.60156,0.872
20220204,41500.875,0
20220205,41441.16406,-0.6694
20220206,42412.43359,-0.8957
20220207,43840.28516,0.2023
20220208,44118.44531,0.223
20220209,44338.79688,0.556
20220210,43565.11328,0.3537
20220211,42407.9375,0.3612
20220212,42244.46875,0.9606
20220213,42197.51563,0.9606
20220214,42586.91797,1.8747
20220215,44575.20313,0.284
20220216,43961.85938,0.3612
20220217,40538.01172,0.5758
20220218,40030.97656,1.2522
20220219,40122.15625,-0.2637
20220220,38431.37891,-0.2637
20220221,37075.28125,-0.2637
20220222,38286.02734,0
20220223,37296.57031,0.3612
20220224,38332.60938,0.4215
20220225,39214.21875,0.3612
20220226,39105.14844,0.284
20220227,37709.78516,0.3612
20220228,43193.23438,0.102
20220301,44354.63672,-0.4974
20220302,43924.11719,1.07
20220303,42451.78906,0.3612
20220304,39137.60547,0.8016
20220305,39400.58594,0.8016
20220306,38419.98438,0.8016
20220307,38062.03906,0.5207
20220308,38737.26953,0.3612
20220309,41982.92578,0.0652
20220310,39437.46094,0
20220311,38794.97266,0
20220312,38904.01172,0
20220313,37849.66406,0
20220314,39666.75391,0.3612
20220315,39338.78516,0
20220316,41143.92969,0.6705
20220317,40951.37891,0
20220318,41801.15625,0
20220319,42190.65234,0
20220320,41247.82422,0
20220321,41077.99609,0
20220322,42358.80859,0
20220323,42892.95703,0
20220324,43960.93359,0
20220325,44348.73047,0
20220326,44500.82813,0
20220327,46820.49219,0
20220328,47128.00391,0
20220329,47465.73047,0
20220330,47062.66406,0.0772
20220331,45680.78516,0.0772